ray_id	gap_id	left_source	right_source	amplitude_unit	qm_gap_kcal_mol	baseline_mm_gap_kcal_mol	cc180_300_defect_kcal_mol	mm_gap_derivative_h_kcal_per_unit_ray	mm_gap_derivative_2h_kcal_per_unit_ray	mm_gap_derivative_tight_kcal_per_unit_ray	ray_derivative_uncertainty_no_cancellation	predicted_change_lower	predicted_change_upper	predicted_h_change_at_amplitude_bound_kcal_mol	predicted_2h_change_at_amplitude_bound_kcal_mol	ray_amplitude_t_max	amplitude_movement_relative_to_2h	derivative_ratio_2h_to_h	numerically_supported	step_stable	local_leverage_category	interpretation
individual_CC_FOURIER_1_plus	CC330-300	T_CC_330	T_CC_300	kJ/mol	3.1468149948959834	8.583554865532987	-5.436739870637004	0.1858789637920095	0.1854643221747126	0.18539955423017052	0.0008940511849358907	0.36996982521414723	0.37354602995389075	0.371757927584019	0.3709286443494252	2.0	24.2672;0;0;0	0.9977692923995376	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_1_plus	CC240-forward-300	T_CC_240	T_CC_300	kJ/mol	4.541551437447195	5.682696999692878	-1.1411455622456828	-0.68185776077056	-0.6819782727805833	-0.6819536801932607	0.00021643143852398327	-1.364148384418168	-1.363282658664072	-1.36371552154112	-1.3639565455611666	2.0	24.2672;0;0;0	1.000176740688391	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_1_plus	CC240-reverse-300	T_CC_240_FROM_REVERSE_QM	T_CC_300	kJ/mol	4.766854196058886	5.682708694981355	-0.9158544989224691	-0.6817861527089651	-0.6819123082046138	-0.6819555378638044	0.0002955406562878134	-1.3641633867305059	-1.3629812241053547	-1.3635723054179303	-1.3638246164092276	2.0	24.2672;0;0;0	1.0001850367525762	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_1_plus	CC180-300-defect	T_CC_180	T_CC_300	kJ/mol	0.9905817499942648	-2.6525646053718863	3.6431463553661514	-0.9789555212540589	-0.9794728394043248	-0.9795672966092203	0.001129093511227183	-1.9601692295305722	-1.9556528554856636	-1.9579110425081179	-1.9589456788086497	2.0	24.2672;0;0;0	1.000528438870852	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_2_minus	CC150-180	T_CC_150	T_CC_180	kJ/mol	1.8654555202589649	4.627067085105397	-2.761611564846432	0.06266688361705743	0.06285177990747731	0.06291131238573797	0.0004293250638004142	0.12447511710651402	0.1261924173617157	0.12533376723411485	0.12570355981495462	2.0	0;19.6648;0;0	1.002950462505041	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_2_minus	CC210-180	T_CC_210	T_CC_180	kJ/mol	0.48197515441460453	1.5999628716727985	-1.117987717258194	0.06297411313013576	0.06287740177421182	0.06291568080064962	0.0001551436901100971	0.12563793888005134	0.1262585136404917	0.12594822626027152	0.12575480354842364	2.0	0;19.6648;0;0	0.99846426807593	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_2_minus	CC270-300	T_CC_270	T_CC_300	kJ/mol	3.34029530481828	4.39352986975837	-1.05323456494009	-0.23489452008088224	-0.2348810500875264	-0.23488730857475337	2.0681504184702926e-05	-0.4698304031701339	-0.46974767715339505	-0.4697890401617645	-0.4697621001750528	2.0	0;19.6648;0;0	0.9999426551400552	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_2_minus	CC330-300	T_CC_330	T_CC_300	kJ/mol	3.1468149948959834	8.583554865532987	-5.436739870637004	0.17219249929666108	0.1720850905291917	0.17194383409584812	0.00035607397298231293	0.34367285064735753	0.3450971465392868	0.34438499859332217	0.3441701810583834	2.0	0;19.6648;0;0	0.9993762285354582	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_2_minus	CC240-forward-300	T_CC_240	T_CC_300	kJ/mol	4.541551437447195	5.682696999692878	-1.1411455622456828	-0.46993757413231	-0.46991343271044705	-0.4700183412189738	0.00010490851322672545	-0.9400849652910734	-0.9396653312381666	-0.93987514826462	-0.9398268654208941	2.0	0;19.6648;0;0	0.9999486284494116	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_2_minus	CC240-reverse-300	T_CC_240_FROM_REVERSE_QM	T_CC_300	kJ/mol	4.766854196058886	5.682708694981355	-0.9158544989224691	-0.46985182465564634	-0.46994090010970146	-0.4700203930603918	0.00025764386350059226	-0.9402189370382938	-0.9391883615842915	-0.9397036493112927	-0.9398818002194029	2.0	0;19.6648;0;0	1.0001895820115638	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_2_minus	CC180-300-defect	T_CC_180	T_CC_300	kJ/mol	0.9905817499942648	-2.6525646053718863	3.6431463553661514	-0.7048737584629324	-0.7048432800580356	-0.7049757794453683	0.00013249939203265258	-1.4100125157099301	-1.4094825181417996	-1.4097475169258649	-1.4096865601160713	2.0	0;19.6648;0;0	0.9999567604772758	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_2_plus	CC150-180	T_CC_150	T_CC_180	kJ/mol	1.8654555202589649	4.627067085105397	-2.761611564846432	-0.06266688361705743	-0.06285177990747731	-0.06291131238573797	0.0004293250638004142	-0.1261924173617157	-0.12447511710651402	-0.12533376723411485	-0.12570355981495462	2.0	0;19.6648;0;0	1.002950462505041	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_2_plus	CC210-180	T_CC_210	T_CC_180	kJ/mol	0.48197515441460453	1.5999628716727985	-1.117987717258194	-0.06297411313013576	-0.06287740177421182	-0.06291568080064962	0.0001551436901100971	-0.1262585136404917	-0.12563793888005134	-0.12594822626027152	-0.12575480354842364	2.0	0;19.6648;0;0	0.99846426807593	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_2_plus	CC270-300	T_CC_270	T_CC_300	kJ/mol	3.34029530481828	4.39352986975837	-1.05323456494009	0.23489452008088224	0.2348810500875264	0.23488730857475337	2.0681504184702926e-05	0.46974767715339505	0.4698304031701339	0.4697890401617645	0.4697621001750528	2.0	0;19.6648;0;0	0.9999426551400552	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_2_plus	CC330-300	T_CC_330	T_CC_300	kJ/mol	3.1468149948959834	8.583554865532987	-5.436739870637004	-0.17219249929666108	-0.1720850905291917	-0.17194383409584812	0.00035607397298231293	-0.3450971465392868	-0.34367285064735753	-0.34438499859332217	-0.3441701810583834	2.0	0;19.6648;0;0	0.9993762285354582	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_2_plus	CC240-forward-300	T_CC_240	T_CC_300	kJ/mol	4.541551437447195	5.682696999692878	-1.1411455622456828	0.46993757413231	0.46991343271044705	0.4700183412189738	0.00010490851322672545	0.9396653312381666	0.9400849652910734	0.93987514826462	0.9398268654208941	2.0	0;19.6648;0;0	0.9999486284494116	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_2_plus	CC240-reverse-300	T_CC_240_FROM_REVERSE_QM	T_CC_300	kJ/mol	4.766854196058886	5.682708694981355	-0.9158544989224691	0.46985182465564634	0.46994090010970146	0.4700203930603918	0.00025764386350059226	0.9391883615842915	0.9402189370382938	0.9397036493112927	0.9398818002194029	2.0	0;19.6648;0;0	1.0001895820115638	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_2_plus	CC180-300-defect	T_CC_180	T_CC_300	kJ/mol	0.9905817499942648	-2.6525646053718863	3.6431463553661514	0.7048737584629324	0.7048432800580356	0.7049757794453683	0.00013249939203265258	1.4094825181417996	1.4100125157099301	1.4097475169258649	1.4096865601160713	2.0	0;19.6648;0;0	0.9999567604772758	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_3_minus	CC150-180	T_CC_150	T_CC_180	kJ/mol	1.8654555202589649	4.627067085105397	-2.761611564846432	0.09518444391742183	0.09498982084017371	0.09493854727769306	0.0004405197207768911	0.18948784839328986	0.19124992727639745	0.19036888783484365	0.18997964168034742	2.0	0;0;15.8992;0	0.9979553058331994	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_3_minus	CC210-180	T_CC_210	T_CC_180	kJ/mol	0.48197515441460453	1.5999628716727985	-1.117987717258194	0.0949864302835867	0.09493391634225092	0.09493176775280289	0.00010717647591960869	0.1897585076153342	0.19018721351901263	0.1899728605671734	0.18986783268450183	2.0	0;0;15.8992;0	0.9994471427004994	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_3_minus	CC270-300	T_CC_270	T_CC_300	kJ/mol	3.34029530481828	4.39352986975837	-1.05323456494009	0.09469867007942336	0.09498749947060273	0.09497624290550237	0.0005664022210583973	0.1882645357167299	0.1905301446009635	0.1893973401588467	0.18997499894120545	2.0	0;0;15.8992;0	1.0030499836052305	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_3_minus	CC330-300	T_CC_330	T_CC_300	kJ/mol	3.1468149948959834	8.583554865532987	-5.436739870637004	-0.19018210810112596	-0.189871510643669	-0.1898693078235116	0.0006233977388712756	-0.38161101167999445	-0.3791174207245094	-0.3803642162022519	-0.379743021287338	2.0	0;0;15.8992;0	0.9983668418624753	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_3_minus	CC240-forward-300	T_CC_240	T_CC_300	kJ/mol	4.541551437447195	5.682696999692878	-1.1411455622456828	-3.521188868986443e-05	-5.815614054749929e-05	-4.604503508025104e-05	3.377740204802148e-05	-0.0001379785814757718	-2.8689732836858914e-06	-7.042377737972885e-05	-0.00011631228109499858	2.0	0;0;15.8992;0	1.6516052592270989	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_3_minus	CC240-reverse-300	T_CC_240_FROM_REVERSE_QM	T_CC_300	kJ/mol	4.766854196058886	5.682708694981355	-0.9158544989224691	-9.613689170371415e-05	-0.00010093737556798494	-4.787341256707407e-05	5.306396680091088e-05	-0.00029840171700925005	-8.614584980560655e-05	-0.0001922737834074283	-0.00020187475113596988	2.0	0;0;15.8992;0	1.0499338368361801	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_3_minus	CC180-300-defect	T_CC_180	T_CC_300	kJ/mol	0.9905817499942648	-2.6525646053718863	3.6431463553661514	-0.28509578672737507	-0.285051074927865	-0.28501492975143145	0.00012556877925374175	-0.5704427110132576	-0.5699404358962427	-0.5701915734547501	-0.57010214985573	2.0	0;0;15.8992;0	0.9998431692028027	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_3_plus	CC150-180	T_CC_150	T_CC_180	kJ/mol	1.8654555202589649	4.627067085105397	-2.761611564846432	-0.09518444391742183	-0.09498982084017371	-0.09493854727769306	0.0004405197207768911	-0.19124992727639745	-0.18948784839328986	-0.19036888783484365	-0.18997964168034742	2.0	0;0;15.8992;0	0.9979553058331994	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_3_plus	CC210-180	T_CC_210	T_CC_180	kJ/mol	0.48197515441460453	1.5999628716727985	-1.117987717258194	-0.0949864302835867	-0.09493391634225092	-0.09493176775280289	0.00010717647591960869	-0.19018721351901263	-0.1897585076153342	-0.1899728605671734	-0.18986783268450183	2.0	0;0;15.8992;0	0.9994471427004994	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_3_plus	CC270-300	T_CC_270	T_CC_300	kJ/mol	3.34029530481828	4.39352986975837	-1.05323456494009	-0.09469867007942336	-0.09498749947060273	-0.09497624290550237	0.0005664022210583973	-0.1905301446009635	-0.1882645357167299	-0.1893973401588467	-0.18997499894120545	2.0	0;0;15.8992;0	1.0030499836052305	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_3_plus	CC330-300	T_CC_330	T_CC_300	kJ/mol	3.1468149948959834	8.583554865532987	-5.436739870637004	0.19018210810112596	0.189871510643669	0.1898693078235116	0.0006233977388712756	0.3791174207245094	0.38161101167999445	0.3803642162022519	0.379743021287338	2.0	0;0;15.8992;0	0.9983668418624753	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_3_plus	CC240-forward-300	T_CC_240	T_CC_300	kJ/mol	4.541551437447195	5.682696999692878	-1.1411455622456828	3.521188868986443e-05	5.815614054749929e-05	4.604503508025104e-05	3.377740204802148e-05	2.8689732836858914e-06	0.0001379785814757718	7.042377737972885e-05	0.00011631228109499858	2.0	0;0;15.8992;0	1.6516052592270989	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_3_plus	CC240-reverse-300	T_CC_240_FROM_REVERSE_QM	T_CC_300	kJ/mol	4.766854196058886	5.682708694981355	-0.9158544989224691	9.613689170371415e-05	0.00010093737556798494	4.787341256707407e-05	5.306396680091088e-05	8.614584980560655e-05	0.00029840171700925005	0.0001922737834074283	0.00020187475113596988	2.0	0;0;15.8992;0	1.0499338368361801	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_3_plus	CC180-300-defect	T_CC_180	T_CC_300	kJ/mol	0.9905817499942648	-2.6525646053718863	3.6431463553661514	0.28509578672737507	0.285051074927865	0.28501492975143145	0.00012556877925374175	0.5699404358962427	0.5704427110132576	0.5701915734547501	0.57010214985573	2.0	0;0;15.8992;0	0.9998431692028027	False	True	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_4_minus	CC150-180	T_CC_150	T_CC_180	kJ/mol	1.8654555202589649	4.627067085105397	-2.761611564846432	-0.055338945067921766	-0.05498940479653363	-0.054964722639720125	0.0007237627023397828	-0.11212541554052309	-0.10923036473116397	-0.11067789013584353	-0.10997880959306726	2.0	0;0;0;11.506	0.9936836477283923	False	False	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_4_minus	CC210-180	T_CC_210	T_CC_180	kJ/mol	0.48197515441460453	1.5999628716727985	-1.117987717258194	-0.05528509490340335	-0.05499112381121717	-0.054963109332910605	0.0006159566654289202	-0.11180210313766455	-0.10933827647594886	-0.1105701898068067	-0.10998224762243435	2.0	0;0;0;11.506	0.9946826338509536	False	False	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_4_minus	CC270-300	T_CC_270	T_CC_300	kJ/mol	3.34029530481828	4.39352986975837	-1.05323456494009	-0.05488770379404702	-0.054859426870905635	-0.054971425932536386	0.00011199906438074979	-0.10999940571685554	-0.10955140945933253	-0.10977540758809404	-0.10971885374181127	2.0	0;0;0;11.506	0.999484822260966	False	False	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_4_minus	CC330-300	T_CC_330	T_CC_300	kJ/mol	3.1468149948959834	8.583554865532987	-5.436739870637004	-0.05487986999276031	-0.05496735474792473	-0.05492823026209122	0.00013584502724532375	-0.11003143004001127	-0.10948804993102997	-0.10975973998552062	-0.10993470949584946	2.0	0;0;0;11.506	1.0015941137465516	False	False	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_4_minus	CC240-forward-300	T_CC_240	T_CC_300	kJ/mol	4.541551437447195	5.682696999692878	-1.1411455622456828	-0.1100009546102883	-0.11002939609891527	-0.10999962140056127	2.9774701104001484e-05	-0.22006145862278462	-0.2199423598183686	-0.2200019092205766	-0.22005879219783053	2.0	0;0;0;11.506	1.0002585567436912	False	False	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_4_minus	CC240-reverse-300	T_CC_240_FROM_REVERSE_QM	T_CC_300	kJ/mol	4.766854196058886	5.682708694981355	-0.9158544989224691	-0.10999298249235352	-0.1100206632043866	-0.11000089740199476	3.5595624424325615e-05	-0.2200571562335557	-0.21991477373585838	-0.21998596498470704	-0.2200413264087732	2.0	0;0;0;11.506	1.0002516588913752	False	False	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_4_minus	CC180-300-defect	T_CC_180	T_CC_300	kJ/mol	0.9905817499942648	-2.6525646053718863	3.6431463553661514	0.00031229924954280763	9.713461281530388e-06	-3.569929019361151e-06	0.000618454969573446	-0.0006123114400612767	0.0018615084382325071	0.0006245984990856153	1.9426922563060776e-05	2.0	0;0;0;11.506	0.031103056750057735	False	False	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_4_plus	CC150-180	T_CC_150	T_CC_180	kJ/mol	1.8654555202589649	4.627067085105397	-2.761611564846432	0.055338945067921766	0.05498940479653363	0.054964722639720125	0.0007237627023397828	0.10923036473116397	0.11212541554052309	0.11067789013584353	0.10997880959306726	2.0	0;0;0;11.506	0.9936836477283923	False	False	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_4_plus	CC210-180	T_CC_210	T_CC_180	kJ/mol	0.48197515441460453	1.5999628716727985	-1.117987717258194	0.05528509490340335	0.05499112381121717	0.054963109332910605	0.0006159566654289202	0.10933827647594886	0.11180210313766455	0.1105701898068067	0.10998224762243435	2.0	0;0;0;11.506	0.9946826338509536	False	False	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_4_plus	CC270-300	T_CC_270	T_CC_300	kJ/mol	3.34029530481828	4.39352986975837	-1.05323456494009	0.05488770379404702	0.054859426870905635	0.054971425932536386	0.00011199906438074979	0.10955140945933253	0.10999940571685554	0.10977540758809404	0.10971885374181127	2.0	0;0;0;11.506	0.999484822260966	False	False	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_4_plus	CC330-300	T_CC_330	T_CC_300	kJ/mol	3.1468149948959834	8.583554865532987	-5.436739870637004	0.05487986999276031	0.05496735474792473	0.05492823026209122	0.00013584502724532375	0.10948804993102997	0.11003143004001127	0.10975973998552062	0.10993470949584946	2.0	0;0;0;11.506	1.0015941137465516	False	False	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_4_plus	CC240-forward-300	T_CC_240	T_CC_300	kJ/mol	4.541551437447195	5.682696999692878	-1.1411455622456828	0.1100009546102883	0.11002939609891527	0.10999962140056127	2.9774701104001484e-05	0.2199423598183686	0.22006145862278462	0.2200019092205766	0.22005879219783053	2.0	0;0;0;11.506	1.0002585567436912	False	False	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_4_plus	CC240-reverse-300	T_CC_240_FROM_REVERSE_QM	T_CC_300	kJ/mol	4.766854196058886	5.682708694981355	-0.9158544989224691	0.10999298249235352	0.1100206632043866	0.11000089740199476	3.5595624424325615e-05	0.21991477373585838	0.2200571562335557	0.21998596498470704	0.2200413264087732	2.0	0;0;0;11.506	1.0002516588913752	False	False	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
individual_CC_FOURIER_4_plus	CC180-300-defect	T_CC_180	T_CC_300	kJ/mol	0.9905817499942648	-2.6525646053718863	3.6431463553661514	-0.00031229924954280763	-9.713461281530388e-06	3.569929019361151e-06	0.000618454969573446	-0.0018615084382325071	0.0006123114400612767	-0.0006245984990856153	-1.9426922563060776e-05	2.0	0;0;0;11.506	0.031103056750057735	False	False	UNIDENTIFIABLE_OR_INFEASIBLE	bounded first-order leverage only; no fit, nonlinear extrapolation, or candidate parameter
