row_set	variable_id	row_count	norm_J_h	norm_J_2h	norm_J_tight	finite_difference_status	R_step	R_step_limit	R_step_pass	R_conv	R_conv_limit	R_conv_pass	uncertainty_column_norm	signal_at_or_below_uncertainty
REMOVE_BONDS	CC_FOURIER_4	86	0.04899132074610659	0.04904938166485534	0.04898507156865306	REVIEW	0.05747588520802117	0.1	True	0.05489070373669582	0.05	False	0.005172031921338802	False
REMOVE_ANGLES	CC_FOURIER_1	58	1.0352726760124555	1.035426327916484	1.0353857109629365	PASS	0.006367019055411971	0.1	True	0.004361023912821276	0.05	True	0.011069216544842667	False
REMOVE_ANGLES	CC_FOURIER_2	58	0.7389327407520514	0.7385162172927245	0.7386431117401989	PASS	0.011769481600849414	0.1	True	0.007138895625260179	0.05	True	0.013926902365029959	False
REMOVE_ANGLES	CC_FOURIER_3	58	0.3108216265588551	0.3106260927815311	0.31069666152397024	PASS	0.014097785345327596	0.1	True	0.01738792454557916	0.05	True	0.009735887548041437	False
REMOVE_ANGLES	CC_FOURIER_4	58	0.048962999181120466	0.048997469495215114	0.04894919256194451	PASS	0.04095034136747292	0.1	True	0.024363718813931286	0.05	True	0.0028994033444353236	False
REMOVE_CC	CC_FOURIER_1	107	0.9557045496667478	0.9557879555948424	0.9557420489413483	PASS	0.010402518122881777	0.1	True	0.008089242735216693	0.05	True	0.01731927638781926	False
REMOVE_CC	CC_FOURIER_2	107	0.6806804674013334	0.6802035310840824	0.6803026266708171	PASS	0.021410380926608713	0.1	True	0.013920916153801354	0.05	True	0.02362498906926227	False
REMOVE_CC	CC_FOURIER_3	107	0.28837849826372874	0.28806145824133816	0.2881463960130962	PASS	0.026384574372453343	0.1	True	0.032485852355929164	0.05	True	0.01672877716100543	False
REMOVE_CC	CC_FOURIER_4	107	0.011611725790949618	0.011817666001901891	0.011488043204050571	REVIEW	0.29266024579622607	0.1	False	0.25307189279934716	0.05	False	0.005924591320681664	False
REMOVE_CS	CC_FOURIER_1	105	1.0332661610319245	1.0333888781902572	1.0333482380510663	PASS	0.009621371614989353	0.1	True	0.00748279424538065	0.05	True	0.017320334029227252	False
REMOVE_CS	CC_FOURIER_2	105	0.7369158387628946	0.7364673997866357	0.73656843833855	PASS	0.019776289474880266	0.1	True	0.012858315339169564	0.05	True	0.023624614877666084	False
REMOVE_CS	CC_FOURIER_3	105	0.309020545772194	0.3087267752072082	0.30880048866909443	PASS	0.024622993329288512	0.1	True	0.0303170078863834	0.05	True	0.016729475243431432	False
REMOVE_CS	CC_FOURIER_4	105	0.048376257360947424	0.04844536846683585	0.04835668841598647	REVIEW	0.0714029277023884	0.1	True	0.06076027414200918	0.05	False	0.005926002407286166	False
REMOVE_AB_ENERGY	CC_FOURIER_1	117	0.40374319723734964	0.4038525408750986	0.40383747298905925	PASS	0.024624076418205867	0.1	True	0.01915192494574881	0.05	True	0.0173241825745718	False
REMOVE_AB_ENERGY	CC_FOURIER_2	117	0.293399359605734	0.29330760845767045	0.29326902857669795	PASS	0.049648960884677816	0.1	True	0.032280466769411535	0.05	True	0.023613361824021423	False
REMOVE_AB_ENERGY	CC_FOURIER_3	117	0.12189241868110724	0.12155976286359838	0.1215632446227832	REVIEW	0.06241028842927693	0.1	True	0.07685635757482731	0.05	False	0.016727660322388385	False
REMOVE_AB_ENERGY	CC_FOURIER_4	117	0.04830928513550778	0.04838405734471038	0.048306897447769045	REVIEW	0.07149613778174765	0.1	True	0.06081709758051818	0.05	False	0.005925298172589396	False
REMOVE_CC180	CC_FOURIER_1	117	1.0158722023922615	1.0159879722762926	1.015941536055998	PASS	0.009787940517823156	0.1	True	0.00761214132532597	0.05	True	0.01732338206831247	False
REMOVE_CC180	CC_FOURIER_2	117	0.7248782960582906	0.7244257475842821	0.7245274192331167	PASS	0.02010513460727998	0.1	True	0.01307289118867025	0.05	True	0.023625555895907396	False
REMOVE_CC180	CC_FOURIER_3	117	0.3054723846768418	0.3051761780431184	0.30525444780058053	PASS	0.024910214861175704	0.1	True	0.03066949566867229	0.05	True	0.016729859028200254	False
REMOVE_CC180	CC_FOURIER_4	117	0.04900609662205823	0.04907703588153574	0.04898842077260841	REVIEW	0.07047618962068512	0.1	True	0.05996725179583483	0.05	False	0.0059249504527816325	False
DELETE_ZERO_CC300_ROW_CONTROL	CC_FOURIER_1	117	1.035339434493856	1.0354734118301665	1.0354315726827417	PASS	0.009604293421001043	0.1	True	0.007469830876880794	0.05	True	0.017324915154944543	False
DELETE_ZERO_CC300_ROW_CONTROL	CC_FOURIER_2	117	0.7390199612122178	0.7385748658665805	0.7386798584552431	PASS	0.019720410555839188	0.1	True	0.012822763212238669	0.05	True	0.02362557137710081	False
DELETE_ZERO_CC300_ROW_CONTROL	CC_FOURIER_3	117	0.3109662813187718	0.3106736032932898	0.3107491069865289	PASS	0.024470139262490163	0.1	True	0.03012769898187637	0.05	True	0.016729878663142923	False
DELETE_ZERO_CC300_ROW_CONTROL	CC_FOURIER_4	117	0.04900613808406789	0.04907703592158813	0.04898842077802823	REVIEW	0.07048742583225934	0.1	True	0.059981632387276745	0.05	False	0.005926295200870005	False
REMOVE_A_INCLUDING_AB_ENERGY	CC_FOURIER_1	71	0.40362193974993915	0.40376973795110227	0.4037583640026044	PASS	0.018230623681459703	0.1	True	0.01679701996016172	0.05	True	0.014004244113053932	False
REMOVE_A_INCLUDING_AB_ENERGY	CC_FOURIER_2	71	0.2932816952661795	0.2931775395253909	0.2931837499585901	PASS	0.046179366719977806	0.1	True	0.03004729226987342	0.05	True	0.022175440905603454	False
REMOVE_A_INCLUDING_AB_ENERGY	CC_FOURIER_3	71	0.12166264400798871	0.12146948793721744	0.12145407278761329	REVIEW	0.0486324215155486	0.1	True	0.06110267555227964	0.05	False	0.013308591895017086	False
REMOVE_A_INCLUDING_AB_ENERGY	CC_FOURIER_4	71	0.0482675485657351	0.04836704924993326	0.048300737137705295	PASS	0.06504990761869749	0.1	True	0.038339954625082676	0.05	True	0.004740451525345262	False
REMOVE_B_INCLUDING_AB_ENERGY	CC_FOURIER_1	71	0.4036622877067869	0.4037995258455568	0.4037939156386474	PASS	0.01657644276447307	0.1	True	0.009235842205993947	0.05	True	0.010215797250800558	False
REMOVE_B_INCLUDING_AB_ENERGY	CC_FOURIER_2	71	0.29325617718600294	0.29325905583447615	0.29325952711847514	PASS	0.018294069676823423	0.1	True	0.0118468055770604	0.05	True	0.008118705957380653	False
REMOVE_B_INCLUDING_AB_ENERGY	CC_FOURIER_3	71	0.12165592073211519	0.12151744549746343	0.12153377429654097	PASS	0.039317672123918374	0.1	True	0.04686890866084834	0.05	True	0.01013638764930091	False
REMOVE_B_INCLUDING_AB_ENERGY	CC_FOURIER_4	71	0.04829222994945284	0.048292292408504016	0.048269881110428854	PASS	0.029820918394662537	0.1	True	0.047258152365634416	0.05	True	0.003558221541359504	False
