row_set	variable_id	row_count	norm_J_h	norm_J_2h	norm_J_h_tight	R_step	R_step_limit	R_step_pass	R_conv	R_conv_limit	R_conv_pass	elementwise_uncertainty_column_norm	signal_at_or_below_uncertainty	stability_status
PES_ONLY_25	R_OG2P1-SG3O1	25	0.2679619894552661	0.26789383257738625	0.2680035577388483	0.0003936649191597537	0.1	True	0.0003004988955990522	0.05	True	0.00017501334026319372	False	PASS
PES_ONLY_25	R_CG312-SG3O1	25	0.4055824311891794	0.40564986677807546	0.4055914630267354	0.0003384830511621341	0.1	True	0.00011132730682096391	0.05	True	0.00016840053851407177	False	PASS
PES_ONLY_25	R_CG312-CG312	25	0.8370402839497681	0.8369140746029915	0.8370488817427013	0.00019871079858503447	0.1	True	4.587868884021908e-05	0.05	True	0.00019476114630849651	False	PASS
PES_ONLY_25	R_CG302-CG312	25	0.24657727757546233	0.2464730336774545	0.24656234497854382	0.001729856175962873	0.1	True	0.0002743414923129388	0.05	True	0.00045511786581522816	False	PASS
PES_ONLY_25	TH_OG2P1-SG3O1-OG2P1	25	0.4752889890373867	0.4747820019348999	0.4753008848832298	0.001157494632864796	0.1	True	0.0002042475125270053	0.05	True	0.0005790980762014516	False	PASS
PES_ONLY_25	TH_FGA2-CG312-FGA2	25	0.4179080050491377	0.41771669821524193	0.4179134591873024	0.0008914667111366132	0.1	True	7.838398945396468e-05	0.05	True	0.0003916265810215992	False	PASS
PES_ONLY_25	TH_CG312-CG312-SG3O1	25	0.2250962221496064	0.22508019754360503	0.2250886467080993	0.00033373679223105767	0.1	True	0.00015279415177598548	0.05	True	0.00010480462945450856	False	PASS
PES_ONLY_25	TH_FGA3-CG302-FGA3	25	0.16434097293055822	0.16419204547642544	0.1643376717604007	0.0026366019991221953	0.1	True	0.00014911741689018198	0.05	True	0.00043924074878239457	False	PASS
PES_ONLY_25	LAMBDA_CS	25	0.8382402441565469	0.8381715206953586	0.8382202021558327	0.0002033673981754488	0.1	True	0.00010550871729553674	0.05	True	0.0002536681481488711	False	PASS
PES_ONLY_25	LAMBDA_CC	25	0.13837005576965702	0.13838855689228607	0.13839183290162005	0.0006536430320644024	0.1	True	0.0005621194481689486	0.05	True	0.00016558366006849372	False	PASS
A_BASIN_GEOMETRY_ONLY_46	R_OG2P1-SG3O1	46	0.831852323552902	0.8317391376229751	0.8318357101207333	0.0027378244747750463	0.1	True	0.002006085057633522	0.05	True	0.0037610514669343216	False	PASS
A_BASIN_GEOMETRY_ONLY_46	R_CG312-SG3O1	46	0.6960951078524362	0.6966038996735119	0.6960404342119243	0.003212432634602925	0.1	True	0.0022815762834729105	0.05	True	0.0036498902719288595	False	PASS
A_BASIN_GEOMETRY_ONLY_46	R_CG312-CG312	46	0.8191365467436571	0.8193754720726218	0.8190236688526772	0.0032477729329650025	0.1	True	0.001977722744279422	0.05	True	0.003912533735352329	False	PASS
A_BASIN_GEOMETRY_ONLY_46	R_CG302-CG312	46	0.8759091193089291	0.8762129604052978	0.8764713849935069	0.0032489212250022613	0.1	True	0.003337678810581208	0.05	True	0.005645954092927194	False	PASS
A_BASIN_GEOMETRY_ONLY_46	TH_OG2P1-SG3O1-OG2P1	46	0.27894873799473985	0.2785724258927548	0.2788852301022038	0.004088070759405828	0.1	True	0.004472280885673728	0.05	True	0.002344066183899926	False	PASS
A_BASIN_GEOMETRY_ONLY_46	TH_FGA2-CG312-FGA2	46	0.3282620818108314	0.32797756313177734	0.3278822308646833	0.0052363459354739066	0.1	True	0.005097368386928248	0.05	True	0.0033780406678640255	False	PASS
A_BASIN_GEOMETRY_ONLY_46	TH_CG312-CG312-SG3O1	46	0.1357860961078654	0.1367062012388073	0.1365212709272285	0.008870367376156322	0.1	True	0.008014167074201897	0.05	True	0.002276021720129337	False	PASS
A_BASIN_GEOMETRY_ONLY_46	TH_FGA3-CG302-FGA3	46	0.2986425682059108	0.2985942573327137	0.2986751382460351	0.0045549567611427935	0.1	True	0.004356535270335571	0.05	True	0.0026328701903584276	False	PASS
A_BASIN_GEOMETRY_ONLY_46	LAMBDA_CS	46	0.016115236236388025	0.01520629974692227	0.015129728200579081	0.09521149816000272	0.1	True	0.1722647432794563	0.05	False	0.004159121773553452	False	STEP_OR_CONVERGENCE_REVIEW
A_BASIN_GEOMETRY_ONLY_46	LAMBDA_CC	46	0.007037124936585085	0.006492120456304392	0.006872083462814167	0.42794013356632243	0.1	False	0.3079085528707439	0.05	False	0.005021459707343745	False	STEP_OR_CONVERGENCE_REVIEW
B_BASIN_GEOMETRY_ONLY_46	R_OG2P1-SG3O1	46	0.8309217229142928	0.8306866648784655	0.8307003720656212	0.004163192151910995	0.1	True	0.004246251380544901	0.05	True	0.006535046530630032	False	PASS
B_BASIN_GEOMETRY_ONLY_46	R_CG312-SG3O1	46	0.6993864228562684	0.6989266377256734	0.699934983361956	0.008652630986707398	0.1	True	0.007693212472255264	0.05	True	0.011256074351087463	False	PASS
B_BASIN_GEOMETRY_ONLY_46	R_CG312-CG312	46	0.818129381621892	0.8189194432778383	0.818487866790124	0.010485385760817952	0.1	True	0.0062024073668575045	0.05	True	0.013592994284934734	False	PASS
B_BASIN_GEOMETRY_ONLY_46	R_CG302-CG312	46	0.8772303136516715	0.8765762455175946	0.8769239473848484	0.004713320547954368	0.1	True	0.0034121174127172585	0.05	True	0.006895179703275467	False	PASS
B_BASIN_GEOMETRY_ONLY_46	TH_OG2P1-SG3O1-OG2P1	46	0.27826607306724377	0.2778344237831366	0.2781984977403835	0.0067612276002997065	0.1	True	0.00611747052705667	0.05	True	0.0033882896814157576	False	PASS
B_BASIN_GEOMETRY_ONLY_46	TH_FGA2-CG312-FGA2	46	0.32496368306839385	0.3251241809150748	0.32540946972546075	0.007707727113159672	0.1	True	0.009605663152867643	0.05	True	0.0055072674144711065	False	PASS
B_BASIN_GEOMETRY_ONLY_46	TH_CG312-CG312-SG3O1	46	0.13455079997032512	0.1350575401904366	0.13441189877991985	0.0199613405871671	0.1	True	0.016503461811566235	0.05	True	0.004807641698978377	False	PASS
B_BASIN_GEOMETRY_ONLY_46	TH_FGA3-CG302-FGA3	46	0.2990481525446896	0.2988248090330351	0.29896468528274384	0.008466312594969286	0.1	True	0.00971787767441417	0.05	True	0.005238405341194791	False	PASS
B_BASIN_GEOMETRY_ONLY_46	LAMBDA_CS	46	0.007342753524899473	0.005754859825445397	0.005769834021623925	0.6094043481773578	0.1	False	0.7383463974826532	0.05	False	0.009659776207469868	True	UNIDENTIFIABLE_NOISE_DOMINATED
B_BASIN_GEOMETRY_ONLY_46	LAMBDA_CC	46	0.0070162262370356745	0.005965483138735834	0.005970727135034878	0.3351363146113694	0.1	False	0.3992969931402139	0.05	False	0.00499399208119143	False	STEP_OR_CONVERGENCE_REVIEW
REMOVE_BONDS	R_OG2P1-SG3O1	86	0.4294187571361219	0.4291191962643677	0.42929596027741057	0.008812516282408204	0.1	True	0.008511502777363228	0.05	True	0.0069322580723790985	False	PASS
REMOVE_BONDS	R_CG312-SG3O1	86	0.5187779226706373	0.5192520670583384	0.5191917508006123	0.011661321316121126	0.1	True	0.01010802723012633	0.05	True	0.011082653671896802	False	PASS
REMOVE_BONDS	R_CG312-CG312	86	0.8929340575902254	0.8940191151777022	0.8933594987994802	0.00899072668830009	0.1	True	0.005274466935613724	0.05	True	0.012597332813321692	False	PASS
REMOVE_BONDS	R_CG302-CG312	86	0.26567830941178555	0.2655639924072486	0.2659954923170282	0.01764378750664721	0.1	True	0.01332847817710492	0.05	True	0.007977151147597807	False	PASS
REMOVE_BONDS	TH_OG2P1-SG3O1-OG2P1	86	0.6118058259554158	0.6109785863111056	0.6116696860158619	0.0030999732234202044	0.1	True	0.0025251913070490598	0.05	True	0.003195744585980261	False	PASS
REMOVE_BONDS	TH_FGA2-CG312-FGA2	86	1.1914375438809197	1.1905739811180844	1.1913698213504773	0.0023182654173769333	0.1	True	0.002554170278358531	0.05	True	0.005645516924379834	False	PASS
REMOVE_BONDS	TH_CG312-CG312-SG3O1	86	0.3674134833917942	0.3678238296118832	0.367702376424946	0.007499551059381243	0.1	True	0.006352257919646479	0.05	True	0.004989358443156848	False	PASS
REMOVE_BONDS	TH_FGA3-CG302-FGA3	86	0.44679707596711704	0.4464894217899974	0.4467109896304818	0.005705424283230844	0.1	True	0.006449502126140211	0.05	True	0.005220608765056278	False	PASS
REMOVE_BONDS	LAMBDA_CS	86	0.8423113403411949	0.8422170968930158	0.8422515660130032	0.0048170818823301195	0.1	True	0.0063450368515317705	0.05	True	0.009099857944342949	False	PASS
REMOVE_BONDS	LAMBDA_CC	86	0.13994438152087593	0.13989750141428398	0.1399281702269038	0.02477239196437913	0.1	True	0.020181643294514995	0.05	True	0.006059039829484005	False	PASS
REMOVE_ANGLES	R_OG2P1-SG3O1	58	1.238099413884158	1.237863034940139	1.2379398181510255	0.0013760673479522273	0.1	True	0.001118283638645746	0.05	True	0.00300146552260992	False	PASS
REMOVE_ANGLES	R_CG312-SG3O1	58	1.0993285390957177	1.0992082831898577	1.099480154016262	0.0020351315971307597	0.1	True	0.0018156293796642484	0.05	True	0.004155662771426858	False	PASS
REMOVE_ANGLES	R_CG312-CG312	58	1.3945490723870915	1.3943030371599607	1.3944335157067538	0.0028956072739107384	0.1	True	0.0017885480221991384	0.05	True	0.006449618352517771	False	PASS
REMOVE_ANGLES	R_CG302-CG312	58	1.2604031191911258	1.2601398093310543	1.2605081350890226	0.0015061908735252358	0.1	True	0.0017663110180040624	0.05	True	0.004026717258501815	False	PASS
REMOVE_ANGLES	TH_OG2P1-SG3O1-OG2P1	58	0.4824845159626377	0.4820668505019812	0.4826050760523984	0.0028230583291235273	0.1	True	0.0029929716571038345	0.05	True	0.0027280629774719457	False	PASS
REMOVE_ANGLES	TH_FGA2-CG312-FGA2	58	1.103994031472215	1.1031457821171953	1.103997517010359	0.0016659608655290787	0.1	True	0.00164964148531203	0.05	True	0.003442911635186345	False	PASS
REMOVE_ANGLES	TH_CG312-CG312-SG3O1	58	0.32991324922246834	0.32994848421983447	0.3298198688724583	0.0032442567577169574	0.1	True	0.00248969773797372	0.05	True	0.0018516604298876	False	PASS
REMOVE_ANGLES	TH_FGA3-CG302-FGA3	58	0.20836949386755427	0.20830262525216645	0.20838154435417275	0.007087854509932935	0.1	True	0.006567911829992548	0.05	True	0.002768507912090141	False	PASS
REMOVE_ANGLES	LAMBDA_CS	58	0.8421695394774358	0.8420905524736234	0.8421270508679742	0.0029024781135243067	0.1	True	0.0034834164033514547	0.05	True	0.00529275858820974	False	PASS
REMOVE_ANGLES	LAMBDA_CC	58	0.13962993016680722	0.13964043077404265	0.13965531343044826	0.011538439976880338	0.1	True	0.015347093490238786	0.05	True	0.0036763246355549432	False	PASS
REMOVE_CC	R_OG2P1-SG3O1	107	1.2335559873108	1.2332715100302156	1.2333713347199655	0.003360427836965869	0.1	True	0.0031657889671034803	0.05	True	0.007545874166338692	False	PASS
REMOVE_CC	R_CG312-SG3O1	107	1.0892082525411624	1.089273796810203	1.0895399749132901	0.005924512841789542	0.1	True	0.005152941170419426	0.05	True	0.011834247084412658	False	PASS
REMOVE_CC	R_CG312-CG312	107	1.1862228889898452	1.1869068906892788	1.1863903309109411	0.007575628700191867	0.1	True	0.0044926892127369646	0.05	True	0.014147981372623976	False	PASS
REMOVE_CC	R_CG302-CG312	107	1.2418881302398488	1.2416261944446652	1.2420672022810726	0.004056821420938872	0.1	True	0.003369935227562131	0.05	True	0.008923112945867161	False	PASS
REMOVE_CC	TH_OG2P1-SG3O1-OG2P1	107	0.5905334213739323	0.5898532598374207	0.5904796995726247	0.0037921089147980474	0.1	True	0.0035775849953122224	0.05	True	0.004144424468099749	False	PASS
REMOVE_CC	TH_FGA2-CG312-FGA2	107	1.1393800331057875	1.1385504768718617	1.1393517801481114	0.0027754512142779135	0.1	True	0.0031121525097337847	0.05	True	0.006526897066005994	False	PASS
REMOVE_CC	TH_CG312-CG312-SG3O1	107	0.3022049933296506	0.3028032798568141	0.3024693182811918	0.009766412547599568	0.1	True	0.008184639513699132	0.05	True	0.005320254136374776	False	PASS
REMOVE_CC	TH_FGA3-CG302-FGA3	107	0.4316577689824965	0.43141613650031224	0.4316002434951646	0.0067370889651179695	0.1	True	0.007383277656161973	0.05	True	0.005884739190704561	False	PASS
REMOVE_CC	LAMBDA_CS	107	0.8406669779020405	0.8405600628118879	0.8405982871579207	0.005628986369985371	0.1	True	0.007248367400759258	0.05	True	0.010520541556227645	False	PASS
REMOVE_CC	LAMBDA_CC	107	0.04246189940070633	0.04223035537297542	0.042327756743420215	0.08999716294949585	0.1	True	0.08344836814951964	0.05	False	0.007084008677652244	False	STEP_OR_CONVERGENCE_REVIEW
REMOVE_CS	R_OG2P1-SG3O1	105	1.2272879954716003	1.2270096915466064	1.227099431744117	0.003377492569016343	0.1	True	0.0031822045748990738	0.05	True	0.0075462899464850885	False	PASS
REMOVE_CS	R_CG312-SG3O1	105	1.0490337514491466	1.0490794908423406	1.0493789393506205	0.006150557064158725	0.1	True	0.005350224663635848	0.05	True	0.011833760665108087	False	PASS
REMOVE_CS	R_CG312-CG312	105	1.405225083204204	1.4057678404043306	1.4053772925230519	0.006396283138070694	0.1	True	0.003792586613733586	0.05	True	0.014147949531258495	False	PASS
REMOVE_CS	R_CG302-CG312	105	1.2620872844575461	1.2618348054522872	1.2622631000803262	0.003978464934740237	0.1	True	0.003315922107495096	0.05	True	0.008912946547295925	False	PASS
REMOVE_CS	TH_OG2P1-SG3O1-OG2P1	105	0.43325828071258904	0.4325887507646906	0.43317621490369396	0.0051481493499658275	0.1	True	0.004871344529439985	0.05	True	0.0041374697042906305	False	PASS
REMOVE_CS	TH_FGA2-CG312-FGA2	105	1.174244298107993	1.1734085425370369	1.1742216616963537	0.0027074413111710946	0.1	True	0.003019690936685141	0.05	True	0.006535510562320194	False	PASS
REMOVE_CS	TH_CG312-CG312-SG3O1	105	0.371996013742202	0.37247627423829616	0.37220721661788747	0.007938136792997487	0.1	True	0.00665107629494325	0.05	True	0.005319769686010875	False	PASS
REMOVE_CS	TH_FGA3-CG302-FGA3	105	0.4564277262017414	0.4562002562827281	0.4563711833495385	0.006310169869439694	0.1	True	0.00698269658395056	0.05	True	0.005871047616654051	False	PASS
REMOVE_CS	LAMBDA_CS	105	0.09840665374211965	0.09817214232530944	0.09802694649948665	0.04808801642411478	0.1	True	0.06192181620406381	0.05	False	0.010520652841921871	False	STEP_OR_CONVERGENCE_REVIEW
REMOVE_CS	LAMBDA_CC	105	0.1350200379248081	0.13495814103699041	0.13499050374469662	0.02830023420863954	0.1	True	0.026240295128438427	0.05	True	0.007083201542184664	False	PASS
REMOVE_AB_ENERGY	R_OG2P1-SG3O1	117	1.2059074697521541	1.2056522856087983	1.2057527373979735	0.0034356063415747614	0.1	True	0.0032372866079337236	0.05	True	0.007542080015731636	False	PASS
REMOVE_AB_ENERGY	R_CG312-SG3O1	117	1.0668584142898754	1.0669148290186659	1.0671858797191769	0.006048745782731625	0.1	True	0.005260808056329055	0.05	True	0.011834241316438576	False	PASS
REMOVE_AB_ENERGY	R_CG312-CG312	117	1.4286205949232467	1.4291362381107333	1.4287662470293223	0.006291308414458827	0.1	True	0.0037297607073387314	0.05	True	0.014146213124530883	False	PASS
REMOVE_AB_ENERGY	R_CG302-CG312	117	1.2639423097176863	1.2636787655563837	1.2641165643131091	0.003985936675891847	0.1	True	0.003311323268469672	0.05	True	0.008923420478252021	False	PASS
REMOVE_AB_ENERGY	TH_OG2P1-SG3O1-OG2P1	117	0.6173686329489892	0.6166137469015699	0.617318642910569	0.0036732999846615867	0.1	True	0.0034221215601341016	0.05	True	0.004160589840581727	False	PASS
REMOVE_AB_ENERGY	TH_FGA2-CG312-FGA2	117	0.6229000644985571	0.6227055924764132	0.6229363849332483	0.004915041013726917	0.1	True	0.005691774895241575	0.05	True	0.0064725979720048395	False	PASS
REMOVE_AB_ENERGY	TH_CG312-CG312-SG3O1	117	0.29531354675140437	0.29595644940718047	0.29558334666569547	0.00999151337934016	0.1	True	0.008375652349140937	0.05	True	0.005320214054585708	False	PASS
REMOVE_AB_ENERGY	TH_FGA3-CG302-FGA3	117	0.45345907915574535	0.4532260195569505	0.4534242953483277	0.006409855974472497	0.1	True	0.007022042909606877	0.05	True	0.0058792710767005	False	PASS
REMOVE_AB_ENERGY	LAMBDA_CS	117	0.8384272918935244	0.8383292002956677	0.8383765901802277	0.005645724438345236	0.1	True	0.007265459331303058	0.05	True	0.010520167196153899	False	PASS
REMOVE_AB_ENERGY	LAMBDA_CC	117	0.13872642463381077	0.13866912884931237	0.13869093167006574	0.027549197814224147	0.1	True	0.025536334290847614	0.05	True	0.007083955988567484	False	PASS
